generation rock paper scissors lizzard spock
34651 50690 63629 0 45881 0
34652 49983 63788 0 46429 0
34653 49297 63899 0 47004 0
34654 48687 64004 0 47509 0
34655 47949 64080 0 48171 0
34656 47405 64084 0 48711 0
34657 46929 63935 0 49336 0
34658 46330 63787 0 50083 0
34659 45807 63578 0 50815 0
34660 45371 63309 0 51520 0
34661 45013 62983 0 52204 0
34662 44668 62578 0 52954 0
34663 44396 62013 0 53791 0
34664 44133 61586 0 54481 0
34665 43868 61052 0 55280 0
34666 43714 60538 0 55948 0
34667 43624 59840 0 56736 0
34668 43480 59218 0 57502 0
34669 43458 58674 0 58068 0
34670 43428 58037 0 58735 0
34671 43501 57284 0 59415 0
34672 43599 56602 0 59999 0
34673 43712 55814 0 60674 0
34674 43823 55073 0 61304 0
34675 44026 54269 0 61905 0
34676 44153 53595 0 62452 0
34677 44426 52810 0 62964 0
34678 44665 52192 0 63343 0
34679 45178 51395 0 63627 0
34680 45632 50724 0 63844 0
34681 46090 49986 0 64124 0
34682 46613 49373 0 64214 0
34683 47179 48648 0 64373 0
34684 47747 48098 0 64355 0
34685 48316 47485 0 64399 0
34686 48994 46826 0 64380 0
34687 49628 46193 0 64379 0
34688 50357 45585 0 64258 0
34689 51086 45150 0 63964 0
34690 51905 44661 0 63634 0
34691 52661 44315 0 63224 0
34692 53427 44017 0 62756 0
34693 54141 43827 0 62232 0
34694 54946 43506 0 61748 0
34695 55689 43251 0 61260 0
34696 56380 43111 0 60709 0
34697 57207 43034 0 59959 0
34698 57994 42954 0 59252 0
34699 58812 42815 0 58573 0
34700 59429 42897 0 57874 0
34701 60175 42992 0 57033 0
34702 60870 43122 0 56208 0
34703 61357 43352 0 55491 0
34704 61988 43536 0 54676 0
34705 62415 43873 0 53912 0
34706 62892 44221 0 53087 0
34707 63273 44689 0 52238 0
34708 63694 44981 0 51525 0
34709 63980 45413 0 50807 0
34710 64187 45944 0 50069 0
34711 64482 46471 0 49247 0
34712 64546 47162 0 48492 0
34713 64544 47775 0 47881 0
34714 64458 48514 0 47228 0
34715 64269 49175 0 46756 0
34716 64119 49873 0 46208 0
34717 63805 50624 0 45771 0
34718 63573 51273 0 45354 0
34719 63252 52005 0 44943 0
34720 62866 52771 0 44563 0
34721 62370 53468 0 44362 0
34722 61944 54324 0 43932 0
34723 61468 55141 0 43591 0
34724 60833 55933 0 43434 0
34725 60172 56719 0 43309 0
34726 59622 57428 0 43150 0
34727 58937 58103 0 43160 0
34728 58243 58839 0 43118 0
34729 57591 59513 0 43096 0
34730 56782 60206 0 43212 0
34731 56084 60809 0 43307 0
34732 55394 61362 0 43444 0
34733 54640 62007 0 43553 0
34734 53873 62607 0 43720 0
34735 53015 63132 0 44053 0
34736 52228 63520 0 44452 0
34737 51397 64000 0 44803 0
34738 50721 64111 0 45368 0
34739 50049 64298 0 45853 0
34740 49341 64499 0 46360 0
34741 48608 64635 0 46957 0
34742 48004 64674 0 47522 0
34743 47366 64715 0 48119 0
34744 46728 64635 0 48837 0
34745 46080 64483 0 49637 0
34746 45471 64284 0 50445 0
34747 45079 63910 0 51211 0
34748 44751 63532 0 51917 0
34749 44379 63141 0 52680 0
34750 44140 62627 0 53433 0
34751 43863 62203 0 54134 0
34752 43558 61755 0 54887 0
34753 43326 61218 0 55656 0
34754 43165 60571 0 56464 0
34755 42942 59965 0 57293 0
34756 42904 59265 0 58031 0
34757 42859 58717 0 58624 0
34758 42859 57988 0 59353 0
34759 42880 57214 0 60106 0
34760 42912 56501 0 60787 0
34761 43097 55702 0 61401 0
34762 43479 54814 0 61907 0
34763 43752 54169 0 62279 0
34764 44175 53334 0 62691 0
34765 44483 52538 0 63179 0
34766 44859 51815 0 63526 0
34767 45327 50966 0 63907 0
34768 45769 50252 0 64179 0
34769 46359 49499 0 64342 0
34770 46911 48788 0 64501 0
34771 47464 48082 0 64654 0
34772 48031 47531 0 64638 0
34773 48791 46926 0 64483 0
34774 49456 46280 0 64464 0
34775 50227 45695 0 64278 0
34776 50949 45180 0 64071 0
34777 51775 44728 0 63697 0
34778 52622 44256 0 63322 0
34779 53405 43872 0 62923 0
34780 54167 43578 0 62455 0
34781 54976 43419 0 61805 0
34782 55803 43153 0 61244 0
34783 56516 43099 0 60585 0
34784 57202 43033 0 59965 0
34785 57907 42958 0 59335 0
34786 58653 42858 0 58689 0
34787 59396 42943 0 57861 0
34788 60030 43004 0 57166 0
34789 60651 43150 0 56399 0
34790 61247 43371 0 55582 0
34791 61695 43702 0 54803 0
34792 62214 43974 0 54012 0
34793 62633 44334 0 53233 0
34794 63058 44667 0 52475 0
34795 63417 45038 0 51745 0
34796 63646 45597 0 50957 0
34797 63870 46091 0 50239 0
34798 63871 46753 0 49576 0
34799 63934 47297 0 48969 0
34800 63896 47900 0 48404 0
34801 63916 48447 0 47837 0
34802 63886 49048 0 47266 0
34803 63757 49636 0 46807 0
34804 63642 50258 0 46300 0
34805 63509 50956 0 45735 0
34806 63228 51535 0 45437 0
34807 62806 52298 0 45096 0
34808 62381 53010 0 44809 0
34809 61945 53743 0 44512 0
34810 61590 54483 0 44127 0
34811 61153 55154 0 43893 0
34812 60494 55970 0 43736 0
34813 59955 56724 0 43521 0
34814 59348 57350 0 43502 0
34815 58611 58127 0 43462 0
34816 57846 58796 0 43558 0
34817 57173 59452 0 43575 0
34818 56546 59943 0 43711 0
34819 55900 60483 0 43817 0
34820 55283 60831 0 44086 0
34821 54530 61334 0 44336 0
34822 53801 61806 0 44593 0
34823 53161 62250 0 44789 0
34824 52412 62672 0 45116 0
34825 51841 62824 0 45535 0
34826 51201 63076 0 45923 0
34827 50502 63256 0 46442 0
34828 49723 63494 0 46983 0
34829 49142 63596 0 47462 0
34830 48650 63562 0 47988 0
34831 47991 63659 0 48550 0
34832 47416 63637 0 49147 0
34833 46927 63553 0 49720 0
34834 46365 63386 0 50449 0
34835 45843 63185 0 51172 0
34836 45412 62855 0 51933 0
34837 45096 62514 0 52590 0
34838 44835 62135 0 53230 0
34839 44546 61670 0 53984 0
34840 44194 61315 0 54691 0
34841 44049 60768 0 55383 0
34842 43888 60160 0 56152 0
34843 43753 59476 0 56971 0
34844 43716 58849 0 57635 0
34845 43699 58267 0 58234 0
34846 43730 57495 0 58975 0
34847 43752 56627 0 59821 0
34848 43967 55889 0 60344 0
34849 44200 55232 0 60768 0
34850 44408 54424 0 61368 0
34851 44656 53636 0 61908 0
34852 44907 52882 0 62411 0
34853 45342 52116 0 62742 0
34854 45808 51304 0 63088 0
34855 46255 50632 0 63313 0
34856 46716 49950 0 63534 0
34857 47226 49295 0 63679 0
34858 47751 48619 0 63830 0
34859 48374 48026 0 63800 0
34860 48922 47542 0 63736 0
34861 49559 47044 0 63597 0
34862 50124 46568 0 63508 0
34863 50777 46094 0 63329 0
34864 51477 45642 0 63081 0
34865 52123 45328 0 62749 0
34866 52836 45024 0 62340 0
34867 53589 44586 0 62025 0
34868 54370 44277 0 61553 0
34869 55040 43975 0 61185 0
34870 55763 43808 0 60629 0
34871 56564 43543 0 60093 0
34872 57268 43441 0 59491 0
34873 57944 43375 0 58881 0
34874 58618 43334 0 58248 0
34875 59318 43261 0 57621 0
34876 59956 43339 0 56905 0
34877 60603 43422 0 56175 0
34878 61191 43471 0 55538 0
34879 61755 43711 0 54734 0
34880 62411 43984 0 53805 0
34881 63002 44293 0 52905 0
34882 63366 44618 0 52216 0
34883 63691 45107 0 51402 0
34884 63982 45709 0 50509 0
34885 64120 46252 0 49828 0
34886 64371 46641 0 49188 0
34887 64474 47194 0 48532 0
34888 64492 47794 0 47914 0
34889 64391 48461 0 47348 0
34890 64149 49194 0 46857 0
34891 63993 49933 0 46274 0
34892 63789 50669 0 45742 0
34893 63445 51504 0 45251 0
34894 63148 52272 0 44780 0
34895 62830 53054 0 44316 0
34896 62348 53852 0 44000 0
34897 61936 54620 0 43644 0
34898 61473 55353 0 43374 0
34899 60896 56146 0 43158 0
34900 60394 56854 0 42952 0
34901 59762 57546 0 42892 0
34902 59003 58234 0 42963 0
34903 58375 59020 0 42805 0
34904 57626 59697 0 42877 0
34905 56804 60380 0 43016 0
34906 55963 61016 0 43221 0
34907 55162 61586 0 43452 0
34908 54425 62155 0 43620 0
34909 53635 62753 0 43812 0
34910 52914 63179 0 44107 0
34911 52115 63588 0 44497 0
34912 51314 63922 0 44964 0
34913 50561 64243 0 45396 0
34914 49730 64523 0 45947 0
34915 48955 64729 0 46516 0
34916 48232 64837 0 47131 0
34917 47686 64807 0 47707 0
34918 47033 64636 0 48531 0
34919 46564 64552 0 49084 0
34920 45951 64468 0 49781 0
34921 45424 64282 0 50494 0
34922 44903 64119 0 51178 0
34923 44566 63728 0 51906 0
34924 44191 63200 0 52809 0
34925 43895 62710 0 53595 0
34926 43558 62184 0 54458 0
34927 43293 61638 0 55269 0
34928 43167 60900 0 56133 0
34929 42933 60265 0 57002 0
34930 42855 59607 0 57738 0
34931 42812 58881 0 58507 0
34932 42903 58128 0 59169 0
34933 42844 57378 0 59978 0
34934 42805 56613 0 60782 0
34935 42961 55789 0 61450 0
34936 43190 54888 0 62122 0
34937 43478 54131 0 62591 0
34938 43814 53380 0 63006 0
34939 44164 52658 0 63378 0
34940 44549 51852 0 63799 0
34941 44965 51179 0 64056 0
34942 45469 50402 0 64329 0
34943 46035 49626 0 64539 0
34944 46604 48876 0 64720 0
34945 47167 48280 0 64753 0
34946 47873 47616 0 64711 0
34947 48530 47038 0 64632 0
34948 49296 46328 0 64576 0
34949 50051 45772 0 64377 0
34950 50712 45281 0 64207 0
34951 51481 44838 0 63881 0
34952 52256 44471 0 63473 0
34953 52986 44060 0 63154 0
34954 53829 43783 0 62588 0
34955 54699 43455 0 62046 0
34956 55445 43278 0 61477 0
34957 56246 43031 0 60923 0
34958 57042 42879 0 60279 0
34959 57828 42846 0 59526 0
34960 58677 42767 0 58756 0
34961 59388 42798 0 58014 0
34962 60191 42775 0 57234 0
34963 60858 42827 0 56515 0
34964 61540 42983 0 55677 0
34965 62204 43146 0 54850 0
34966 62928 43325 0 53947 0
34967 63428 43760 0 53012 0
34968 63901 44095 0 52204 0
34969 64284 44499 0 51417 0
34970 64542 45143 0 50515 0
34971 64702 45661 0 49837 0
34972 64749 46171 0 49280 0
34973 64858 46745 0 48597 0
34974 64896 47313 0 47991 0
34975 64888 47892 0 47420 0
34976 64870 48429 0 46901 0
34977 64770 49068 0 46362 0
34978 64584 49758 0 45858 0
34979 64357 50532 0 45311 0
34980 64084 51298 0 44818 0
34981 63730 52059 0 44411 0
34982 63317 52895 0 43988 0
34983 62872 53703 0 43625 0
34984 62385 54488 0 43327 0
34985 61760 55234 0 43206 0
34986 61117 56102 0 42981 0
34987 60410 56847 0 42943 0
34988 59645 57683 0 42872 0
34989 59016 58432 0 42752 0
34990 58249 59216 0 42735 0
34991 57460 59879 0 42861 0
34992 56786 60502 0 42912 0
34993 55970 61144 0 43086 0
34994 55204 61713 0 43283 0
34995 54389 62221 0 43590 0
34996 53526 62642 0 44032 0
34997 52699 63082 0 44419 0
34998 52060 63398 0 44742 0
34999 51345 63694 0 45161 0
35000 50629 63979 0 45592 0
35001 49925 64211 0 46064 0
35002 49329 64343 0 46528 0
35003 48654 64504 0 47042 0
35004 48027 64503 0 47670 0
35005 47430 64506 0 48264 0
35006 46843 64475 0 48882 0
35007 46287 64389 0 49524 0
35008 45777 64155 0 50268 0
35009 45315 63942 0 50943 0
35010 44842 63768 0 51590 0
35011 44458 63519 0 52223 0
35012 44041 63152 0 53007 0
35013 43678 62811 0 53711 0
35014 43404 62248 0 54548 0
35015 43164 61703 0 55333 0
35016 42912 61108 0 56180 0
35017 42727 60459 0 57014 0
35018 42583 59843 0 57774 0
35019 42579 59076 0 58545 0
35020 42560 58349 0 59291 0
35021 42629 57511 0 60060 0
35022 42733 56713 0 60754 0
35023 42877 55933 0 61390 0
35024 43060 55122 0 62018 0
35025 43521 54181 0 62498 0
35026 43899 53399 0 62902 0
35027 44232 52742 0 63226 0
35028 44564 51991 0 63645 0
35029 44928 51231 0 64041 0
35030 45451 50456 0 64293 0
35031 46007 49777 0 64416 0
35032 46518 49067 0 64615 0
35033 47057 48332 0 64811 0
35034 47704 47663 0 64833 0
35035 48327 47130 0 64743 0
35036 49000 46468 0 64732 0
35037 49760 46038 0 64402 0
35038 50480 45524 0 64196 0
35039 51234 45024 0 63942 0
35040 52028 44637 0 63535 0
35041 52835 44198 0 63167 0
35042 53561 43846 0 62793 0
35043 54469 43413 0 62318 0
35044 55245 43137 0 61818 0
35045 55967 43067 0 61166 0
35046 56608 42947 0 60645 0
35047 57341 42788 0 60071 0
35048 57997 42778 0 59425 0
35049 58722 42635 0 58843 0
35050 59504 42689 0 58007 0
35051 60154 42888 0 57158 0
35052 60777 42936 0 56487 0
35053 61495 43048 0 55657 0
35054 62176 43270 0 54754 0
35055 62729 43566 0 53905 0
35056 63224 43917 0 53059 0
35057 63586 44299 0 52315 0
35058 64021 44704 0 51475 0
35059 64335 45143 0 50722 0
35060 64592 45561 0 50047 0
35061 64730 46097 0 49373 0
35062 64862 46753 0 48585 0
35063 64925 47297 0 47978 0
35064 64892 47933 0 47375 0
35065 64862 48541 0 46797 0
35066 64727 49265 0 46208 0
35067 64533 49920 0 45747 0
35068 64379 50773 0 45048 0
35069 64035 51558 0 44607 0
35070 63596 52405 0 44199 0
35071 63104 53231 0 43865 0
35072 62742 53925 0 43533 0
35073 62133 54680 0 43387 0
35074 61578 55443 0 43179 0
35075 60884 56215 0 43101 0
35076 60168 57054 0 42978 0
35077 59573 57756 0 42871 0
35078 58914 58435 0 42851 0
35079 58099 59170 0 42931 0
35080 57484 59931 0 42785 0
35081 56677 60607 0 42916 0
35082 55847 61343 0 43010 0
35083 55007 61918 0 43275 0
35084 54075 62528 0 43597 0
35085 53205 63111 0 43884 0
35086 52365 63448 0 44387 0
35087 51641 63758 0 44801 0
35088 50856 64188 0 45156 0
35089 50071 64429 0 45700 0
35090 49324 64634 0 46242 0
35091 48641 64755 0 46804 0
35092 47924 64942 0 47334 0
35093 47265 64915 0 48020 0
35094 46675 64848 0 48677 0
35095 46041 64691 0 49468 0
35096 45495 64431 0 50274 0
35097 44956 64189 0 51055 0
35098 44564 63809 0 51827 0
35099 44155 63421 0 52624 0
35100 43796 63055 0 53349 0
35101 43491 62503 0 54206 0
35102 43250 61931 0 55019 0
35103 43007 61327 0 55866 0
35104 42733 60797 0 56670 0
35105 42506 60246 0 57448 0
35106 42431 59548 0 58221 0
35107 42341 58844 0 59015 0
35108 42394 58064 0 59742 0
35109 42471 57240 0 60489 0
35110 42539 56413 0 61248 0
35111 42838 55409 0 61953 0
35112 43161 54581 0 62458 0
35113 43493 53720 0 62987 0
35114 43746 52953 0 63501 0
35115 43946 52268 0 63986 0
35116 44437 51387 0 64376 0
35117 44928 50568 0 64704 0
35118 45430 49840 0 64930 0
35119 45978 49037 0 65185 0
35120 46584 48147 0 65469 0
35121 47187 47488 0 65525 0
35122 47944 46764 0 65492 0
35123 48718 46085 0 65397 0
35124 49454 45415 0 65331 0
35125 50274 44875 0 65051 0
35126 50981 44452 0 64767 0
35127 51842 43878 0 64480 0
35128 52682 43514 0 64004 0
35129 53545 43138 0 63517 0
35130 54380 42805 0 63015 0
35131 55239 42515 0 62446 0
35132 55909 42329 0 61962 0
35133 56767 42192 0 61241 0
35134 57536 42038 0 60626 0
35135 58279 41982 0 59939 0
35136 59114 41952 0 59134 0
35137 59879 41988 0 58333 0
35138 60558 42105 0 57537 0
35139 61300 42149 0 56751 0
35140 61998 42322 0 55880 0
35141 62581 42667 0 54952 0
35142 63109 42985 0 54106 0
35143 63610 43267 0 53323 0
35144 64027 43683 0 52490 0
35145 64590 44045 0 51565 0
35146 64968 44471 0 50761 0
35147 65292 44984 0 49924 0
35148 65545 45472 0 49183 0
35149 65658 46065 0 48477 0
35150 65751 46645 0 47804 0
35151 65759 47347 0 47094 0
35152 65770 47937 0 46493 0
35153 65546 48770 0 45884 0
35154 65441 49470 0 45289 0
35155 65298 50251 0 44651 0
35156 64947 51125 0 44128 0
35157 64609 52040 0 43551 0
35158 64116 52929 0 43155 0
35159 63584 53816 0 42800 0
35160 62916 54847 0 42437 0
35161 62267 55773 0 42160 0
35162 61616 56783 0 41801 0
35163 60958 57637 0 41605 0
35164 60180 58557 0 41463 0
35165 59349 59463 0 41388 0
35166 58483 60373 0 41344 0
35167 57645 61209 0 41346 0
35168 56753 61983 0 41464 0
35169 55843 62598 0 41759 0
35170 54864 63256 0 42080 0
35171 53982 63923 0 42295 0
35172 53040 64511 0 42649 0
35173 52125 65081 0 42994 0
35174 51284 65566 0 43350 0
35175 50444 65926 0 43830 0
35176 49488 66315 0 44397 0
35177 48536 66670 0 44994 0
35178 47765 66745 0 45690 0
35179 46934 66799 0 46467 0
35180 46235 66791 0 47174 0
35181 45560 66735 0 47905 0
35182 44798 66605 0 48797 0
35183 44193 66456 0 49551 0
35184 43690 66188 0 50322 0
35185 43060 65808 0 51332 0
35186 42533 65510 0 52157 0
35187 42132 64996 0 53072 0
35188 41732 64426 0 54042 0
35189 41410 63838 0 54952 0
35190 41161 63189 0 55850 0
35191 40953 62419 0 56828 0
35192 40795 61582 0 57823 0
35193 40642 60754 0 58804 0
35194 40607 59892 0 59701 0
35195 40642 59008 0 60550 0
35196 40834 57937 0 61429 0
35197 40981 57030 0 62189 0
35198 41081 56184 0 62935 0
35199 41279 55204 0 63717 0
35200 41671 54128 0 64401 0
35201 42023 53154 0 65023 0
35202 42501 52097 0 65602 0
35203 42967 51117 0 66116 0
35204 43479 50232 0 66489 0
35205 44024 49387 0 66789 0
35206 44648 48535 0 67017 0
35207 45261 47682 0 67257 0
35208 45955 46870 0 67375 0
35209 46803 46043 0 67354 0
35210 47741 45289 0 67170 0
35211 48555 44522 0 67123 0
35212 49543 43875 0 66782 0
35213 50470 43314 0 66416 0
35214 51420 42730 0 66050 0
35215 52298 42212 0 65690 0
35216 53271 41821 0 65108 0
35217 54282 41422 0 64496 0
35218 55311 41098 0 63791 0
35219 56253 40754 0 63193 0
35220 57129 40649 0 62422 0
35221 58032 40518 0 61650 0
35222 58804 40456 0 60940 0
35223 59856 40355 0 59989 0
35224 60881 40241 0 59078 0
35225 61734 40341 0 58125 0
35226 62521 40530 0 57149 0
35227 63337 40786 0 56077 0
35228 63993 41078 0 55129 0
35229 64802 41402 0 53996 0
35230 65257 41885 0 53058 0
35231 65861 42323 0 52016 0
35232 66488 42801 0 50911 0
35233 66889 43352 0 49959 0
35234 67231 43982 0 48987 0
35235 67474 44667 0 48059 0
35236 67618 45380 0 47202 0
35237 67677 46122 0 46401 0
35238 67709 46824 0 45667 0
35239 67657 47607 0 44936 0
35240 67490 48462 0 44248 0
35241 67215 49361 0 43624 0
35242 66911 50277 0 43012 0
35243 66489 51280 0 42431 0
35244 66102 52191 0 41907 0
35245 65365 53297 0 41538 0
35246 64656 54287 0 41257 0
35247 63938 55333 0 40929 0
35248 63150 56389 0 40661 0
35249 62382 57372 0 40446 0
35250 61552 58258 0 40390 0
35251 60525 59266 0 40409 0
35252 59675 60192 0 40333 0
35253 58636 61170 0 40394 0
35254 57748 61999 0 40453 0
35255 56798 62677 0 40725 0
35256 55592 63610 0 40998 0
35257 54666 64277 0 41257 0
35258 53732 64888 0 41580 0
35259 52798 65478 0 41924 0
35260 51872 66005 0 42323 0
35261 50863 66438 0 42899 0
35262 49902 66884 0 43414 0
35263 48967 67282 0 43951 0
35264 48151 67547 0 44502 0
35265 47300 67715 0 45185 0
35266 46545 67681 0 45974 0
35267 45591 67803 0 46806 0
35268 44912 67654 0 47634 0
35269 44309 67551 0 48340 0
35270 43552 67417 0 49231 0
35271 42982 67070 0 50148 0
35272 42455 66656 0 51089 0
35273 42030 66133 0 52037 0
35274 41519 65571 0 53110 0
35275 41266 64907 0 54027 0
35276 40912 64215 0 55073 0
35277 40611 63625 0 55964 0
35278 40472 62761 0 56967 0
35279 40306 61849 0 58045 0
35280 40100 61208 0 58892 0
35281 40044 60272 0 59884 0
35282 40026 59320 0 60854 0
35283 40223 58315 0 61662 0
35284 40411 57430 0 62359 0
35285 40522 56464 0 63214 0
35286 40665 55505 0 64030 0
35287 40922 54493 0 64785 0
35288 41323 53496 0 65381 0
35289 41719 52439 0 66042 0
35290 42258 51302 0 66640 0
35291 42883 50402 0 66915 0
35292 43445 49479 0 67276 0
35293 44063 48535 0 67602 0
35294 44728 47612 0 67860 0
35295 45483 46753 0 67964 0
35296 46182 45969 0 68049 0
35297 46920 45222 0 68058 0
35298 47783 44487 0 67930 0
35299 48693 43762 0 67745 0
35300 49653 43099 0 67448 0
35301 50619 42529 0 67052 0
35302 51512 42117 0 66571 0
35303 52370 41616 0 66214 0
35304 53497 41044 0 65659 0
35305 54621 40605 0 64974 0
35306 55686 40329 0 64185 0
35307 56815 40052 0 63333 0
35308 57865 39833 0 62502 0
35309 58921 39681 0 61598 0
35310 59962 39602 0 60636 0
35311 60890 39581 0 59729 0
35312 61797 39733 0 58670 0
35313 62688 39893 0 57619 0
35314 63507 40097 0 56596 0
35315 64436 40257 0 55507 0
35316 65187 40562 0 54451 0
35317 65881 40873 0 53446 0
35318 66472 41436 0 52292 0
35319 67031 41939 0 51230 0
35320 67459 42415 0 50326 0
35321 67923 42988 0 49289 0
35322 68345 43602 0 48253 0
35323 68551 44249 0 47400 0
35324 68739 45013 0 46448 0
35325 68851 45802 0 45547 0
35326 68723 46671 0 44806 0
35327 68620 47592 0 43988 0
35328 68356 48542 0 43302 0
35329 68108 49519 0 42573 0
35330 67600 50627 0 41973 0
35331 67053 51632 0 41515 0
35332 66394 52688 0 41118 0
35333 65696 53696 0 40808 0
35334 64945 54843 0 40412 0
35335 64097 55919 0 40184 0
35336 63381 56927 0 39892 0
35337 62533 57956 0 39711 0
35338 61589 59007 0 39604 0
35339 60747 59969 0 39484 0
35340 59836 60845 0 39519 0
35341 58798 61834 0 39568 0
35342 57762 62749 0 39689 0
35343 56830 63563 0 39807 0
35344 55726 64302 0 40172 0
35345 54620 65013 0 40567 0
35346 53605 65727 0 40868 0
35347 52507 66294 0 41399 0
35348 51526 66857 0 41817 0
35349 50502 67345 0 42353 0
35350 49648 67595 0 42957 0
35351 48612 67933 0 43655 0
35352 47842 68025 0 44333 0
35353 47003 68198 0 44999 0
35354 46133 68296 0 45771 0
35355 45252 68362 0 46586 0
35356 44557 68246 0 47397 0
35357 43847 68075 0 48278 0
35358 43227 67821 0 49152 0
35359 42613 67488 0 50099 0
35360 42076 67061 0 51063 0
35361 41550 66455 0 52195 0
35362 41064 65958 0 53178 0
35363 40711 65327 0 54162 0
35364 40445 64595 0 55160 0
35365 40133 63941 0 56126 0
35366 39984 63117 0 57099 0
35367 39850 62333 0 58017 0
35368 39815 61269 0 59116 0
35369 39654 60440 0 60106 0
35370 39714 59435 0 61051 0
35371 39809 58390 0 62001 0
35372 39923 57283 0 62994 0
35373 40129 56153 0 63918 0
35374 40458 55034 0 64708 0
35375 40821 53963 0 65416 0
35376 41217 52912 0 66071 0
35377 41674 52018 0 66508 0
35378 42224 50936 0 67040 0
35379 42716 50111 0 67373 0
35380 43303 49290 0 67607 0
35381 43933 48310 0 67957 0
35382 44638 47475 0 68087 0
35383 45367 46671 0 68162 0
35384 46149 45857 0 68194 0
