generation rock paper scissors lizzard spock
23768 77800 38408 0 43992 0
23769 77972 39557 0 42671 0
23770 78056 40658 0 41486 0
23771 78105 41843 0 40252 0
23772 77939 43044 0 39217 0
23773 77502 44473 0 38225 0
23774 77148 45889 0 37163 0
23775 76568 47331 0 36301 0
23776 75768 48845 0 35587 0
23777 74820 50311 0 35069 0
23778 73804 51909 0 34487 0
23779 72725 53471 0 34004 0
23780 71777 54907 0 33516 0
23781 70646 56512 0 33042 0
23782 69294 58236 0 32670 0
23783 67919 59841 0 32440 0
23784 66446 61494 0 32260 0
23785 64864 63184 0 32152 0
23786 63233 64847 0 32120 0
23787 61620 66341 0 32239 0
23788 60045 67785 0 32370 0
23789 58407 69218 0 32575 0
23790 56767 70632 0 32801 0
23791 55148 71948 0 33104 0
23792 53495 73039 0 33666 0
23793 51781 74112 0 34307 0
23794 50165 75076 0 34959 0
23795 48557 75974 0 35669 0
23796 47141 76565 0 36494 0
23797 45629 77152 0 37419 0
23798 44158 77722 0 38320 0
23799 42771 78061 0 39368 0
23800 41652 78076 0 40472 0
23801 40453 78012 0 41735 0
23802 39280 77959 0 42961 0
23803 38289 77526 0 44385 0
23804 37451 77017 0 45732 0
23805 36615 76417 0 47168 0
23806 35876 75753 0 48571 0
23807 35162 74947 0 50091 0
23808 34616 73891 0 51693 0
23809 33997 73012 0 53191 0
23810 33527 71861 0 54812 0
23811 33093 70657 0 56450 0
23812 32833 69284 0 58083 0
23813 32684 67771 0 59745 0
23814 32586 66299 0 61315 0
23815 32398 64759 0 63043 0
23816 32459 63084 0 64657 0
23817 32698 61577 0 65925 0
23818 32869 59955 0 67376 0
23819 33097 58306 0 68797 0
23820 33423 56639 0 70138 0
23821 33864 54984 0 71352 0
23822 34375 53300 0 72525 0
23823 34979 51740 0 73481 0
23824 35700 50281 0 74219 0
23825 36462 48751 0 74987 0
23826 37209 47356 0 75635 0
23827 38023 45978 0 76199 0
23828 39047 44586 0 76567 0
23829 40055 43384 0 76761 0
23830 41170 42178 0 76852 0
23831 42373 41143 0 76684 0
23832 43529 40128 0 76543 0
23833 44748 39102 0 76350 0
23834 46188 38224 0 75788 0
23835 47690 37407 0 75103 0
23836 48987 36636 0 74577 0
23837 50455 35916 0 73829 0
23838 52000 35256 0 72944 0
23839 53627 34711 0 71862 0
23840 55130 34329 0 70741 0
23841 56636 33948 0 69616 0
23842 58259 33667 0 68274 0
23843 59854 33398 0 66948 0
23844 61433 33305 0 65462 0
23845 63014 33224 0 63962 0
23846 64481 33211 0 62508 0
23847 65942 33220 0 61038 0
23848 67302 33444 0 59454 0
23849 68661 33661 0 57878 0
23850 69920 33992 0 56288 0
23851 71082 34456 0 54662 0
23852 72196 34901 0 53103 0
23853 73145 35503 0 51552 0
23854 74028 36129 0 50043 0
23855 74654 36898 0 48648 0
23856 75274 37619 0 47307 0
23857 75726 38484 0 45990 0
23858 76087 39530 0 44583 0
23859 76277 40566 0 43357 0
23860 76406 41660 0 42134 0
23861 76313 42821 0 41066 0
23862 76300 43975 0 39925 0
23863 75971 45198 0 39031 0
23864 75524 46473 0 38203 0
23865 74940 47820 0 37440 0
23866 74135 49325 0 36740 0
23867 73428 50692 0 36080 0
23868 72625 52115 0 35460 0
23869 71765 53572 0 34863 0
23870 70670 55068 0 34462 0
23871 69501 56551 0 34148 0
23872 68155 58147 0 33898 0
23873 66892 59740 0 33568 0
23874 65536 61207 0 33457 0
23875 64151 62736 0 33313 0
23876 62651 64226 0 33323 0
23877 61083 65666 0 33451 0
23878 59416 67153 0 33631 0
23879 57789 68497 0 33914 0
23880 56129 69789 0 34282 0
23881 54575 70927 0 34698 0
23882 53038 71979 0 35183 0
23883 51560 72821 0 35819 0
23884 50014 73706 0 36480 0
23885 48537 74431 0 37232 0
23886 47020 75083 0 38097 0
23887 45632 75620 0 38948 0
23888 44335 76049 0 39816 0
23889 43084 76195 0 40921 0
23890 41907 76384 0 41909 0
23891 40834 76312 0 43054 0
23892 39916 76021 0 44263 0
23893 38967 75709 0 45524 0
23894 38243 75131 0 46826 0
23895 37312 74564 0 48324 0
23896 36619 73849 0 49732 0
23897 36019 73060 0 51121 0
23898 35426 72122 0 52652 0
23899 34814 71193 0 54193 0
23900 34448 70021 0 55731 0
23901 34180 68805 0 57215 0
23902 33953 67648 0 58599 0
23903 33696 66424 0 60080 0
23904 33618 65011 0 61571 0
23905 33513 63513 0 63174 0
23906 33467 62064 0 64669 0
23907 33544 60504 0 66152 0
23908 33737 59073 0 67390 0
23909 33939 57517 0 68744 0
23910 34352 55836 0 70012 0
23911 34767 54373 0 71060 0
23912 35292 52814 0 72094 0
23913 35787 51195 0 73218 0
23914 36442 49737 0 74021 0
23915 37134 48252 0 74814 0
23916 37934 46910 0 75356 0
23917 38824 45514 0 75862 0
23918 39778 44135 0 76287 0
23919 40794 42820 0 76586 0
23920 41899 41633 0 76668 0
23921 42984 40621 0 76595 0
23922 44189 39646 0 76365 0
23923 45532 38685 0 75983 0
23924 46930 37719 0 75551 0
23925 48414 36886 0 74900 0
23926 49829 36254 0 74117 0
23927 51321 35577 0 73302 0
23928 52827 34985 0 72388 0
23929 54324 34502 0 71374 0
23930 55864 33989 0 70347 0
23931 57364 33618 0 69218 0
23932 58992 33386 0 67822 0
23933 60486 33323 0 66391 0
23934 61916 33250 0 65034 0
23935 63419 33244 0 63537 0
23936 64870 33327 0 62003 0
23937 66271 33435 0 60494 0
23938 67677 33640 0 58883 0
23939 68959 33875 0 57366 0
23940 70268 34216 0 55716 0
23941 71416 34667 0 54117 0
23942 72499 35096 0 52605 0
23943 73398 35730 0 51072 0
23944 74099 36377 0 49724 0
23945 74777 37126 0 48297 0
23946 75431 37873 0 46896 0
23947 75928 38730 0 45542 0
23948 76329 39648 0 44223 0
23949 76496 40669 0 43035 0
23950 76443 41898 0 41859 0
23951 76307 43095 0 40798 0
23952 76190 44297 0 39713 0
23953 75772 45697 0 38731 0
23954 75334 46962 0 37904 0
23955 74702 48297 0 37201 0
23956 74095 49691 0 36414 0
23957 73282 51160 0 35758 0
23958 72210 52744 0 35246 0
23959 71044 54398 0 34758 0
23960 69845 55987 0 34368 0
23961 68637 57515 0 34048 0
23962 67312 59055 0 33833 0
23963 65973 60642 0 33585 0
23964 64627 62056 0 33517 0
23965 63170 63584 0 33446 0
23966 61758 64955 0 33487 0
23967 60247 66410 0 33543 0
23968 58728 67769 0 33703 0
23969 57271 69042 0 33887 0
23970 55775 70238 0 34187 0
23971 54297 71344 0 34559 0
23972 52677 72477 0 35046 0
23973 51122 73443 0 35635 0
23974 49668 74292 0 36240 0
23975 48242 74888 0 37070 0
23976 46773 75571 0 37856 0
23977 45443 76070 0 38687 0
23978 44115 76424 0 39661 0
23979 42916 76548 0 40736 0
23980 41783 76609 0 41808 0
23981 40743 76517 0 42940 0
23982 39845 76257 0 44098 0
23983 38825 75961 0 45414 0
23984 37858 75645 0 46697 0
23985 37045 75077 0 48078 0
23986 36281 74447 0 49472 0
23987 35462 73700 0 51038 0
23988 34850 72757 0 52593 0
23989 34320 71684 0 54196 0
23990 33883 70530 0 55787 0
23991 33602 69268 0 57330 0
23992 33324 67965 0 58911 0
23993 33006 66632 0 60562 0
23994 32885 65206 0 62109 0
23995 32843 63690 0 63667 0
23996 32944 62187 0 65069 0
23997 32949 60497 0 66754 0
23998 33127 58876 0 68197 0
23999 33406 57323 0 69471 0
24000 33755 55734 0 70711 0
24001 34208 54209 0 71783 0
24002 34674 52622 0 72904 0
24003 35264 51039 0 73897 0
24004 35898 49488 0 74814 0
24005 36687 48064 0 75449 0
24006 37491 46568 0 76141 0
24007 38371 45243 0 76586 0
24008 39464 43797 0 76939 0
24009 40524 42572 0 77104 0
24010 41672 41401 0 77127 0
24011 42900 40384 0 76916 0
24012 44126 39317 0 76757 0
24013 45400 38324 0 76476 0
24014 46762 37465 0 75973 0
24015 48141 36663 0 75396 0
24016 49659 35849 0 74692 0
24017 51084 35219 0 73897 0
24018 52621 34643 0 72936 0
24019 54217 34065 0 71918 0
24020 55822 33485 0 70893 0
24021 57481 33046 0 69673 0
24022 59093 32837 0 68270 0
24023 60592 32624 0 66984 0
24024 62194 32424 0 65582 0
24025 63823 32325 0 64052 0
24026 65295 32390 0 62515 0
24027 66893 32468 0 60839 0
24028 68414 32680 0 59106 0
24029 69762 32920 0 57518 0
24030 71115 33268 0 55817 0
24031 72259 33665 0 54276 0
24032 73186 34268 0 52746 0
24033 74129 34833 0 51238 0
24034 74983 35546 0 49671 0
24035 75696 36342 0 48162 0
24036 76411 37094 0 46695 0
24037 76851 37932 0 45417 0
24038 77197 38971 0 44032 0
24039 77413 40044 0 42743 0
24040 77665 41119 0 41416 0
24041 77608 42284 0 40308 0
24042 77402 43455 0 39343 0
24043 77228 44778 0 38194 0
24044 76709 46182 0 37309 0
24045 76149 47553 0 36498 0
24046 75384 49124 0 35692 0
24047 74529 50701 0 34970 0
24048 73667 52210 0 34323 0
24049 72666 53855 0 33679 0
24050 71606 55465 0 33129 0
24051 70315 57047 0 32838 0
24052 69000 58683 0 32517 0
24053 67520 60293 0 32387 0
24054 66039 61922 0 32239 0
24055 64466 63515 0 32219 0
24056 62860 65202 0 32138 0
24057 61215 66770 0 32215 0
24058 59437 68353 0 32410 0
24059 57714 69767 0 32719 0
24060 56143 71162 0 32895 0
24061 54477 72392 0 33331 0
24062 52819 73531 0 33850 0
24063 51193 74511 0 34496 0
24064 49637 75463 0 35100 0
24065 48184 76288 0 35728 0
24066 46677 77029 0 36494 0
24067 45244 77459 0 37497 0
24068 43852 77883 0 38465 0
24069 42467 78193 0 39540 0
24070 41298 78137 0 40765 0
24071 40161 78121 0 41918 0
24072 39057 77948 0 43195 0
24073 38036 77620 0 44544 0
24074 37124 77081 0 45995 0
24075 36233 76607 0 47360 0
24076 35461 75806 0 48933 0
24077 34661 74972 0 50567 0
24078 33980 73949 0 52271 0
24079 33540 72742 0 53918 0
24080 33080 71580 0 55540 0
24081 32761 70251 0 57188 0
24082 32476 68778 0 58946 0
24083 32252 67298 0 60650 0
24084 32124 65853 0 62223 0
24085 32177 64285 0 63738 0
24086 32271 62690 0 65239 0
24087 32383 61082 0 66735 0
24088 32623 59372 0 68205 0
24089 32840 57672 0 69688 0
24090 33241 56006 0 70953 0
24091 33621 54340 0 72239 0
24092 34062 52702 0 73436 0
24093 34675 51059 0 74466 0
24094 35293 49459 0 75448 0
24095 36107 47901 0 76192 0
24096 36906 46411 0 76883 0
24097 37950 45103 0 77147 0
24098 38896 43743 0 77561 0
24099 39813 42538 0 77849 0
24100 40984 41281 0 77935 0
24101 42297 40085 0 77818 0
24102 43620 39056 0 77524 0
24103 44904 38106 0 77190 0
24104 46216 37226 0 76758 0
24105 47727 36373 0 76100 0
24106 49211 35607 0 75382 0
24107 50738 34896 0 74566 0
24108 52341 34258 0 73601 0
24109 53965 33712 0 72523 0
24110 55619 33351 0 71230 0
24111 57354 32934 0 69912 0
24112 59018 32622 0 68560 0
24113 60631 32404 0 67165 0
24114 62207 32328 0 65665 0
24115 63849 32267 0 64084 0
24116 65438 32300 0 62462 0
24117 66868 32479 0 60853 0
24118 68375 32733 0 59092 0
24119 69792 32897 0 57511 0
24120 70938 33356 0 55906 0
24121 72127 33828 0 54245 0
24122 73198 34263 0 52739 0
24123 74242 34856 0 51102 0
24124 75050 35544 0 49606 0
24125 75758 36251 0 48191 0
24126 76338 37156 0 46706 0
24127 76749 38037 0 45414 0
24128 77131 39138 0 43931 0
24129 77330 40255 0 42615 0
24130 77566 41359 0 41275 0
24131 77575 42539 0 40086 0
24132 77380 43703 0 39117 0
24133 77108 44991 0 38101 0
24134 76587 46369 0 37244 0
24135 75953 47906 0 36341 0
24136 75255 49291 0 35654 0
24137 74329 50851 0 35020 0
24138 73282 52481 0 34437 0
24139 72234 54099 0 33867 0
24140 71081 55791 0 33328 0
24141 69794 57409 0 32997 0
24142 68472 59033 0 32695 0
24143 66997 60702 0 32501 0
24144 65528 62290 0 32382 0
24145 63908 63956 0 32336 0
24146 62327 65523 0 32350 0
24147 60722 67046 0 32432 0
24148 59011 68546 0 32643 0
24149 57279 69958 0 32963 0
24150 55659 71219 0 33322 0
24151 54034 72368 0 33798 0
24152 52491 73402 0 34307 0
24153 50891 74432 0 34877 0
24154 49363 75214 0 35623 0
24155 47781 76088 0 36331 0
24156 46272 76720 0 37208 0
24157 44896 77075 0 38229 0
24158 43533 77404 0 39263 0
24159 42228 77585 0 40387 0
24160 41067 77592 0 41541 0
24161 40027 77495 0 42678 0
24162 38968 77257 0 43975 0
24163 37917 77028 0 45255 0
24164 36921 76505 0 46774 0
24165 36105 75957 0 48138 0
24166 35378 75124 0 49698 0
24167 34673 74166 0 51361 0
24168 34105 73104 0 52991 0
24169 33610 71978 0 54612 0
24170 33360 70720 0 56120 0
24171 33050 69363 0 57787 0
24172 32761 68068 0 59371 0
24173 32561 66588 0 61051 0
24174 32550 65053 0 62597 0
24175 32467 63568 0 64165 0
24176 32571 61950 0 65679 0
24177 32706 60327 0 67167 0
24178 32852 58839 0 68509 0
24179 33118 57217 0 69865 0
24180 33480 55610 0 71110 0
24181 33912 54019 0 72269 0
24182 34398 52422 0 73380 0
24183 34937 50799 0 74464 0
24184 35649 49252 0 75299 0
24185 36472 47843 0 75885 0
24186 37374 46319 0 76507 0
24187 38369 44856 0 76975 0
24188 39362 43497 0 77341 0
24189 40372 42230 0 77598 0
24190 41473 41120 0 77607 0
24191 42599 39965 0 77636 0
24192 43922 38920 0 77358 0
24193 45203 37977 0 77020 0
24194 46587 37146 0 76467 0
24195 48018 36255 0 75927 0
24196 49561 35550 0 75089 0
24197 51123 34870 0 74207 0
24198 52712 34303 0 73185 0
24199 54290 33747 0 72163 0
24200 55929 33326 0 70945 0
24201 57692 33006 0 69502 0
24202 59282 32718 0 68200 0
24203 61001 32542 0 66657 0
24204 62623 32557 0 65020 0
24205 64273 32331 0 63596 0
24206 65861 32301 0 62038 0
24207 67397 32331 0 60472 0
24208 68946 32557 0 58697 0
24209 70413 32815 0 56972 0
24210 71514 33342 0 55344 0
24211 72729 33736 0 53735 0
24212 73933 34233 0 52034 0
24213 74907 34867 0 50426 0
24214 75690 35606 0 48904 0
24215 76555 36397 0 47248 0
24216 77154 37335 0 45711 0
24217 77544 38287 0 44369 0
24218 77918 39296 0 42986 0
24219 78056 40427 0 41717 0
24220 78086 41620 0 40494 0
24221 77937 42902 0 39361 0
24222 77743 44159 0 38298 0
24223 77277 45516 0 37407 0
24224 76727 46885 0 36588 0
24225 76083 48423 0 35694 0
24226 75267 49946 0 34987 0
24227 74338 51617 0 34245 0
24228 73210 53314 0 33676 0
24229 72109 54870 0 33221 0
24230 70841 56602 0 32757 0
24231 69478 58249 0 32473 0
24232 68086 59913 0 32201 0
24233 66463 61697 0 32040 0
24234 64915 63373 0 31912 0
24235 63354 64983 0 31863 0
24236 61569 66629 0 32002 0
24237 59973 68014 0 32213 0
24238 58301 69527 0 32372 0
24239 56505 70948 0 32747 0
24240 54808 72219 0 33173 0
24241 53148 73436 0 33616 0
24242 51519 74490 0 34191 0
24243 49952 75434 0 34814 0
24244 48495 76234 0 35471 0
24245 46951 76882 0 36367 0
24246 45546 77433 0 37221 0
24247 44108 77947 0 38145 0
24248 42803 78174 0 39223 0
24249 41546 78375 0 40279 0
24250 40266 78459 0 41475 0
24251 39151 78313 0 42736 0
24252 38077 78007 0 44116 0
24253 37224 77612 0 45364 0
24254 36421 76959 0 46820 0
24255 35661 76337 0 48202 0
24256 34895 75519 0 49786 0
24257 34261 74524 0 51415 0
24258 33757 73460 0 52983 0
24259 33334 72192 0 54674 0
24260 32931 70955 0 56314 0
24261 32625 69602 0 57973 0
24262 32349 68165 0 59686 0
24263 32167 66712 0 61321 0
24264 32088 65199 0 62913 0
24265 32114 63633 0 64453 0
24266 32180 61980 0 66040 0
24267 32286 60383 0 67531 0
24268 32491 58752 0 68957 0
24269 32943 57044 0 70213 0
24270 33284 55435 0 71481 0
24271 33790 53827 0 72583 0
24272 34383 52213 0 73604 0
24273 34916 50615 0 74669 0
24274 35554 49121 0 75525 0
24275 36321 47678 0 76201 0
24276 37244 46185 0 76771 0
24277 38169 44735 0 77296 0
24278 39293 43405 0 77502 0
24279 40500 42163 0 77537 0
24280 41582 41067 0 77551 0
24281 42796 39896 0 77508 0
24282 44137 38817 0 77246 0
24283 45505 37923 0 76772 0
24284 46967 36956 0 76277 0
24285 48425 36184 0 75591 0
24286 50049 35423 0 74728 0
24287 51541 34750 0 73909 0
24288 53131 34175 0 72894 0
24289 54696 33672 0 71832 0
24290 56415 33233 0 70552 0
24291 57987 32916 0 69297 0
24292 59617 32730 0 67853 0
24293 61267 32619 0 66314 0
24294 62807 32569 0 64824 0
24295 64268 32631 0 63301 0
24296 65699 32670 0 61831 0
24297 67076 32844 0 60280 0
24298 68436 33105 0 58659 0
24299 69761 33380 0 57059 0
24300 70888 33848 0 55464 0
24301 72137 34267 0 53796 0
24302 73179 34759 0 52262 0
24303 74231 35310 0 50659 0
24304 75046 35980 0 49174 0
24305 75860 36696 0 47644 0
24306 76416 37530 0 46254 0
24307 76889 38434 0 44877 0
24308 77078 39531 0 43591 0
24309 77321 40651 0 42228 0
24310 77255 41857 0 41088 0
24311 77141 43044 0 40015 0
24312 76772 44394 0 39034 0
24313 76377 45733 0 38090 0
24314 75845 47084 0 37271 0
24315 75101 48468 0 36631 0
24316 74450 49898 0 35852 0
24317 73517 51447 0 35236 0
24318 72438 53007 0 34755 0
24319 71409 54487 0 34304 0
24320 70223 56182 0 33795 0
24321 69091 57669 0 33440 0
24322 67725 59221 0 33254 0
24323 66298 60815 0 33087 0
24324 64722 62472 0 33006 0
24325 63242 63947 0 33011 0
24326 61688 65461 0 33051 0
24327 60068 66962 0 33170 0
24328 58580 68208 0 33412 0
24329 56914 69607 0 33679 0
24330 55328 70771 0 34101 0
24331 53799 71867 0 34534 0
24332 52238 72938 0 35024 0
24333 50633 73943 0 35624 0
24334 49174 74814 0 36212 0
24335 47646 75566 0 36988 0
24336 46177 76020 0 38003 0
24337 44877 76416 0 38907 0
24338 43585 76815 0 39800 0
24339 42381 76996 0 40823 0
24340 41244 76876 0 42080 0
24341 40156 76754 0 43290 0
24342 39212 76388 0 44600 0
24343 38289 75934 0 45977 0
24344 37541 75418 0 47241 0
24345 36786 74791 0 48623 0
24346 36170 74023 0 50007 0
24347 35523 73099 0 51578 0
24348 34996 72165 0 53039 0
24349 34420 71161 0 54619 0
24350 34062 69928 0 56210 0
24351 33651 68794 0 57755 0
24352 33473 67425 0 59302 0
24353 33265 66136 0 60799 0
24354 33039 64682 0 62479 0
24355 32961 63248 0 63991 0
24356 32941 61784 0 65475 0
24357 33065 60178 0 66957 0
24358 33249 58646 0 68305 0
24359 33610 57025 0 69565 0
24360 33930 55370 0 70900 0
24361 34499 53858 0 71843 0
24362 34996 52296 0 72908 0
24363 35639 50671 0 73890 0
24364 36395 49116 0 74689 0
24365 37215 47652 0 75333 0
24366 38050 46267 0 75883 0
24367 38986 44849 0 76365 0
24368 40128 43568 0 76504 0
24369 41205 42491 0 76504 0
24370 42277 41412 0 76511 0
24371 43422 40265 0 76513 0
24372 44684 39241 0 76275 0
24373 46068 38272 0 75860 0
24374 47394 37462 0 75344 0
24375 48881 36716 0 74603 0
24376 50361 36078 0 73761 0
24377 51929 35474 0 72797 0
24378 53532 34983 0 71685 0
24379 54994 34434 0 70772 0
24380 56586 34046 0 69568 0
24381 58143 33708 0 68349 0
24382 59761 33413 0 67026 0
24383 61299 33218 0 65683 0
24384 62813 33147 0 64240 0
24385 64313 33223 0 62664 0
24386 65759 33267 0 61174 0
24387 67279 33415 0 59506 0
24388 68718 33519 0 57963 0
24389 69974 33869 0 56357 0
24390 71096 34318 0 54786 0
24391 72267 34828 0 53105 0
24392 73195 35486 0 51519 0
24393 74029 36064 0 50107 0
24394 74806 36759 0 48635 0
24395 75407 37515 0 47278 0
24396 75820 38422 0 45958 0
24397 76155 39293 0 44752 0
24398 76590 40202 0 43408 0
24399 76739 41293 0 42168 0
24400 76769 42404 0 41027 0
24401 76803 43554 0 39843 0
24402 76527 44822 0 38851 0
24403 76138 46097 0 37965 0
24404 75570 47450 0 37180 0
24405 74923 48935 0 36342 0
24406 74158 50485 0 35557 0
24407 73131 52096 0 34973 0
24408 72156 53576 0 34468 0
24409 71028 55127 0 34045 0
24410 69861 56695 0 33644 0
24411 68624 58219 0 33357 0
24412 67170 59915 0 33115 0
24413 65758 61565 0 32877 0
24414 64340 63038 0 32822 0
24415 62767 64550 0 32883 0
24416 61266 65999 0 32935 0
24417 59594 67395 0 33211 0
24418 57967 68747 0 33486 0
24419 56390 70139 0 33671 0
24420 54813 71316 0 34071 0
24421 53133 72428 0 34639 0
24422 51622 73487 0 35091 0
24423 50083 74433 0 35684 0
24424 48606 75210 0 36384 0
24425 47193 75841 0 37166 0
24426 45854 76246 0 38100 0
24427 44484 76550 0 39166 0
24428 43319 76683 0 40198 0
24429 42138 76838 0 41224 0
24430 41097 76888 0 42215 0
24431 40029 76752 0 43419 0
24432 39011 76488 0 44701 0
24433 38100 76095 0 46005 0
24434 37278 75585 0 47337 0
24435 36529 74887 0 48784 0
24436 35802 74128 0 50270 0
24437 35196 73216 0 51788 0
24438 34616 72182 0 53402 0
24439 34185 71131 0 54884 0
24440 33725 70005 0 56470 0
24441 33398 68719 0 58083 0
24442 33052 67440 0 59708 0
24443 32911 65980 0 61309 0
24444 32855 64458 0 62887 0
24445 32816 63061 0 64323 0
24446 32827 61402 0 65971 0
24447 32947 59740 0 67513 0
24448 33211 58063 0 68926 0
24449 33524 56403 0 70273 0
24450 33959 54763 0 71478 0
24451 34404 53159 0 72637 0
24452 34969 51554 0 73677 0
24453 35689 49963 0 74548 0
24454 36338 48390 0 75472 0
24455 37144 46927 0 76129 0
24456 37980 45512 0 76708 0
24457 38907 44118 0 77175 0
24458 39957 42904 0 77339 0
24459 41157 41630 0 77413 0
24460 42436 40416 0 77348 0
24461 43691 39378 0 77131 0
24462 44911 38405 0 76884 0
24463 46243 37486 0 76471 0
24464 47680 36653 0 75867 0
24465 49070 35901 0 75229 0
24466 50588 35228 0 74384 0
24467 52156 34528 0 73516 0
24468 53651 34075 0 72474 0
24469 55176 33655 0 71369 0
24470 56675 33318 0 70207 0
24471 58351 33001 0 68848 0
24472 59965 32746 0 67489 0
24473 61594 32554 0 66052 0
24474 63132 32431 0 64637 0
24475 64650 32489 0 63061 0
24476 66112 32606 0 61482 0
24477 67491 32824 0 59885 0
24478 69061 32977 0 58162 0
24479 70379 33341 0 56480 0
24480 71671 33755 0 54774 0
24481 72726 34242 0 53232 0
24482 73736 34781 0 51683 0
24483 74585 35502 0 50113 0
24484 75341 36225 0 48634 0
24485 75990 37056 0 47154 0
24486 76507 37926 0 45767 0
24487 76864 38887 0 44449 0
24488 77161 39804 0 43235 0
24489 77358 40805 0 42037 0
24490 77419 41940 0 40841 0
24491 77313 43141 0 39746 0
24492 77089 44424 0 38687 0
24493 76627 45856 0 37717 0
24494 76142 47199 0 36859 0
24495 75505 48726 0 35969 0
24496 74718 50266 0 35216 0
24497 73794 51846 0 34560 0
24498 72789 53463 0 33948 0
24499 71618 55095 0 33487 0
24500 70348 56748 0 33104 0
24501 69056 58408 0 32736 0
24502 67606 60026 0 32568 0
24503 66024 61795 0 32381 0
24504 64305 63500 0 32395 0
24505 62686 65097 0 32417 0
24506 61050 66519 0 32631 0
24507 59474 67835 0 32891 0
24508 57884 69143 0 33173 0
24509 56262 70436 0 33502 0
24510 54649 71689 0 33862 0
24511 52970 72856 0 34374 0
24512 51395 73900 0 34905 0
24513 49997 74730 0 35473 0
24514 48465 75572 0 36163 0
24515 46982 76205 0 37013 0
24516 45579 76808 0 37813 0
24517 44170 77279 0 38751 0
24518 42872 77543 0 39785 0
24519 41661 77655 0 40884 0
24520 40424 77702 0 42074 0
24521 39357 77403 0 43440 0
24522 38363 77132 0 44705 0
24523 37398 76654 0 46148 0
24524 36688 76018 0 47494 0
24525 35904 75230 0 49066 0
24526 35247 74391 0 50562 0
24527 34638 73450 0 52112 0
24528 34132 72485 0 53583 0
24529 33676 71404 0 55120 0
24530 33297 70204 0 56699 0
24531 32973 68875 0 58352 0
24532 32710 67521 0 59969 0
24533 32568 65921 0 61711 0
24534 32479 64382 0 63339 0
24535 32479 62787 0 64934 0
24536 32632 61076 0 66492 0
24537 32735 59477 0 67988 0
24538 33070 57837 0 69293 0
24539 33390 56271 0 70539 0
24540 33777 54736 0 71687 0
24541 34339 53092 0 72769 0
24542 34826 51560 0 73814 0
24543 35400 50106 0 74694 0
24544 36213 48491 0 75496 0
24545 36886 47053 0 76261 0
24546 37773 45591 0 76836 0
24547 38794 44172 0 77234 0
24548 39736 42903 0 77561 0
24549 40772 41673 0 77755 0
24550 41885 40524 0 77791 0
24551 43063 39415 0 77722 0
24552 44367 38388 0 77445 0
24553 45686 37362 0 77152 0
24554 47169 36394 0 76637 0
24555 48683 35672 0 75845 0
24556 50198 34982 0 75020 0
24557 51766 34317 0 74117 0
24558 53444 33709 0 73047 0
24559 55055 33355 0 71790 0
24560 56652 32985 0 70563 0
24561 58363 32774 0 69063 0
24562 59990 32493 0 67717 0
24563 61660 32263 0 66277 0
24564 63284 32207 0 64709 0
24565 65026 32095 0 63079 0
24566 66611 32127 0 61462 0
24567 68248 32259 0 59693 0
24568 69848 32449 0 57903 0
24569 71187 32761 0 56252 0
24570 72601 33075 0 54524 0
24571 73786 33635 0 52779 0
24572 74836 34116 0 51248 0
24573 75677 34754 0 49769 0
24574 76649 35452 0 48099 0
24575 77455 36190 0 46555 0
24576 77980 37090 0 45130 0
24577 78412 38009 0 43779 0
24578 78806 38992 0 42402 0
24579 78850 40092 0 41258 0
24580 78787 41449 0 39964 0
24581 78567 42764 0 38869 0
24582 78314 44099 0 37787 0
24583 77909 45540 0 36751 0
24584 77368 47030 0 35802 0
24585 76662 48460 0 35078 0
24586 75821 50113 0 34266 0
24587 74748 51829 0 33623 0
24588 73560 53597 0 33043 0
24589 72230 55352 0 32618 0
24590 70783 57137 0 32280 0
24591 69358 58870 0 31972 0
24592 67873 60711 0 31616 0
24593 66281 62426 0 31493 0
24594 64630 64152 0 31418 0
24595 63109 65744 0 31347 0
24596 61449 67298 0 31453 0
24597 59692 68888 0 31620 0
24598 58001 70301 0 31898 0
24599 56232 71728 0 32240 0
24600 54545 73049 0 32606 0
24601 52836 74175 0 33189 0
24602 51195 75200 0 33805 0
24603 49619 76019 0 34562 0
24604 48056 76879 0 35265 0
24605 46552 77559 0 36089 0
24606 44978 78145 0 37077 0
24607 43542 78506 0 38152 0
24608 42237 78745 0 39218 0
24609 40969 78791 0 40440 0
24610 39790 78789 0 41621 0
24611 38695 78546 0 42959 0
24612 37658 78255 0 44287 0
24613 36686 77782 0 45732 0
24614 35857 77150 0 47193 0
24615 35038 76469 0 48693 0
24616 34446 75533 0 50221 0
24617 33813 74462 0 51925 0
24618 33356 73361 0 53483 0
24619 32985 71986 0 55229 0
24620 32575 70758 0 56867 0
24621 32247 69527 0 58426 0
24622 32075 68059 0 60066 0
24623 31960 66436 0 61804 0
24624 31911 64871 0 63418 0
24625 31906 63262 0 65032 0
24626 31978 61563 0 66659 0
24627 32084 59951 0 68165 0
24628 32363 58300 0 69537 0
24629 32633 56560 0 71007 0
24630 33142 54932 0 72126 0
24631 33690 53273 0 73237 0
24632 34211 51639 0 74350 0
24633 34842 49955 0 75403 0
24634 35554 48378 0 76268 0
24635 36284 46924 0 76992 0
24636 37166 45486 0 77548 0
24637 38218 44127 0 77855 0
24638 39255 42807 0 78138 0
24639 40396 41568 0 78236 0
24640 41630 40313 0 78257 0
24641 42888 39273 0 78039 0
